,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
5/24/2017,9:45,17.39,1.648,0.84,1.384,8.16,85.6,61.3,29.71,81.5,25,7.6,4.5,11.4,0,0,12.65
5/24/2017,10:00,17.41,1.65,0.84,1.382,8.31,87.1,61.3,29.73,81.5,42,7.5,3,12.2,0,0,12.66
5/24/2017,10:15,17.42,1.653,0.84,1.386,8.21,86.2,60.9,29.74,83.5,79,6.4,3.1,9.2,0,0,12.61
5/24/2017,10:30,17.44,1.653,0.84,1.385,8.3,87.1,60.6,29.73,85.4,92,6.8,4.3,9.7,0,0,12.67
5/24/2017,10:45,17.46,1.653,0.84,1.387,8.33,87.4,60.8,29.73,85.7,81,5.8,3.4,8.3,0,0,12.78
5/24/2017,11:00,17.49,1.654,0.84,1.388,8.24,86.6,60.8,29.72,85.1,80,4.5,2.2,6.4,0,0,12.84
5/24/2017,11:15,17.54,1.655,0.84,1.385,8.27,87,60.9,29.71,83.4,74,3.5,1.2,9.6,0,0,12.84
5/24/2017,11:30,17.62,1.655,0.84,1.386,8.36,88.1,61.3,29.71,82.9,86,3.3,1.4,6.3,0.002,0,12.78
5/24/2017,11:45,17.75,1.657,0.84,1.386,8.41,88.9,61.7,29.72,81.8,77,4.1,1.6,6.1,0.021,0,12.85
5/24/2017,12:00,17.8,1.665,0.85,1.386,8.37,88.5,61.7,29.71,84.1,59,4.5,1.8,7.2,0.002,0,12.92
5/24/2017,12:15,17.86,1.672,0.85,1.384,8.42,89.1,61.7,29.73,81.8,74,2.3,0.3,4.3,0,0,12.97
5/24/2017,12:30,17.92,1.678,0.85,1.386,8.53,90.4,62,29.73,81.2,81,3.4,1.2,6,0.002,0,12.61
5/24/2017,12:45,17.96,1.682,0.85,1.387,8.58,91,61.8,29.73,83,111,5.3,2.2,11.3,0,0,12.58
5/24/2017,13:00,18.1,1.683,0.85,1.387,8.75,93,62.2,29.72,81.3,118,6.2,3.7,10.2,0,0,12.97
5/24/2017,13:15,18.15,1.688,0.86,1.387,8.85,94.2,62.6,29.73,77.8,122,6.3,3.1,9.3,0.001,0,13.46
5/24/2017,13:30,18.23,1.689,0.86,1.389,8.87,94.6,63.1,29.73,77.6,119,6.8,2.9,10.8,0.004,0,13.31
5/24/2017,13:45,18.31,1.688,0.86,1.388,8.92,95.3,63.1,29.73,77.9,138,8.6,1.2,11.8,0.005,0,12.85
5/24/2017,14:00,18.44,1.687,0.86,1.388,9.12,97.7,63.1,29.71,76,112,8.7,5.3,11.8,0.001,0,12.84
5/24/2017,14:15,18.55,1.691,0.86,1.391,9.16,98.4,63.6,29.71,74.1,110,9.2,6.1,13.6,0,0,14.14
5/24/2017,14:30,18.74,1.708,0.87,1.392,9.44,101.7,64,29.73,72.3,103,9.4,6.1,13.2,0,0,13.46
5/24/2017,14:45,18.81,1.729,0.88,1.388,9.51,102.6,64,29.73,73.2,101,7.5,4.4,10.9,0,0,13
5/24/2017,15:00,18.85,1.738,0.88,1.389,9.49,102.5,64,29.72,72.8,100,8.6,5.9,12.3,0,0,12.98
5/24/2017,15:15,18.93,1.749,0.89,1.39,9.47,102.5,64,29.72,73.9,113,8.8,5.3,12.1,0,0,13.32
5/24/2017,15:30,18.98,1.753,0.89,1.39,9.49,102.8,63.8,29.72,74.4,132,9.1,6.1,11.6,0,0,13
5/24/2017,15:45,18.98,1.76,0.89,1.39,9.58,103.7,63.6,29.72,75.4,134,8.9,6.3,13.2,0,0,13.01
5/24/2017,16:00,18.89,1.765,0.9,1.388,9.58,103.6,63.6,29.71,75.8,132,8.9,5.7,13.4,0,0,12.83
5/24/2017,16:15,18.83,1.773,0.9,1.392,9.7,104.8,63.6,29.71,75.6,129,9.8,7,13.3,0,0,13.44
5/24/2017,16:30,18.85,1.776,0.9,1.389,9.61,103.9,63.6,29.72,76.6,133,9.5,6.3,12.9,0,0,13.08
5/24/2017,16:45,18.81,1.777,0.9,1.388,9.58,103.5,63.6,29.71,75.5,132,10.2,6.3,13.4,0,0,12.96
5/24/2017,17:00,18.79,1.775,0.9,1.391,9.54,102.9,63.5,29.71,75.9,119,9.8,6.1,14.1,0,0,12.73
5/24/2017,17:15,18.75,1.774,0.9,1.392,9.53,102.7,63.3,29.71,75.8,110,11.3,6.6,17.6,0,0,12.53
5/24/2017,17:30,18.69,1.774,0.9,1.391,9.42,101.5,63.1,29.71,75.7,105,10.9,6.9,16,0,0,12.47
5/24/2017,17:45,18.65,1.775,0.9,1.392,9.33,100.4,62.9,29.71,76.2,104,11.6,7.4,16.7,0,0,12.44
5/24/2017,18:00,18.55,1.774,0.9,1.393,9.28,99.6,62.7,29.71,75.7,105,12.4,7.7,20.3,0,0,12.4
5/24/2017,18:15,18.43,1.775,0.9,1.393,9.2,98.6,62.6,29.71,77.1,115,12.4,7.7,18.1,0,0,12.36
5/24/2017,18:30,18.34,1.773,0.9,1.394,9.13,97.6,62.4,29.72,77.4,109,12.3,8.5,17.5,0,0,12.35
5/24/2017,18:45,18.26,1.775,0.9,1.394,9.01,96.2,62,29.71,76.9,100,13.6,8.7,17.9,0,0,12.31
5/24/2017,19:00,18.2,1.776,0.9,1.396,8.98,95.7,61.8,29.7,77.7,89,13.4,8.9,21.2,0,0,12.3
5/24/2017,19:15,18.13,1.775,0.9,1.395,8.88,94.6,61.5,29.71,77.5,91,13.4,7.9,19.3,0,0,12.3
5/24/2017,19:30,18.05,1.777,0.9,1.392,8.76,93.1,60.9,29.71,78.5,92,12.9,8.8,18.5,0,0,12.29
5/24/2017,19:45,17.99,1.778,0.91,1.4,8.73,92.7,60.9,29.71,79.9,91,13.2,7.9,18,0,0,12.28
5/24/2017,20:00,18.03,1.776,0.9,1.393,8.81,93.6,60.6,29.71,79.7,88,12.4,7.4,17.1,0,0,12.26
5/24/2017,20:15,17.94,1.771,0.9,1.397,8.76,93,60.2,29.72,80,96,13,7.9,19.1,0,0,12.26
5/24/2017,20:30,17.76,1.77,0.9,1.395,8.57,90.6,59.7,29.71,79.1,96,14.4,9,20.2,0,0,12.26
5/24/2017,20:45,17.72,1.774,0.9,1.396,8.66,91.5,59.7,29.71,80.7,93,13.7,9,19.7,0,0,12.25
5/24/2017,21:00,17.65,1.777,0.91,1.397,8.66,91.3,59.1,29.72,80.6,98,14.7,8.1,21.1,0,0,12.24
5/24/2017,21:15,17.55,1.781,0.91,1.397,8.64,90.9,59.3,29.7,81.9,96,13.5,9.3,18.8,0,0,12.24
5/24/2017,21:30,17.47,1.784,0.91,1.391,8.61,90.4,59,29.71,83.1,92,12.8,8,19.1,0,0,12.24
5/24/2017,21:45,17.46,1.787,0.91,1.392,8.58,90.1,58.8,29.7,83.3,100,12.6,6.3,17.1,0,0,12.23
5/24/2017,22:00,17.41,1.788,0.91,1.39,8.58,90,58.6,29.7,83.8,100,12.2,7.2,17.1,0,0,12.23
5/24/2017,22:15,17.37,1.791,0.91,1.391,8.49,89,58.4,29.69,84.6,94,13.4,8.4,18.3,0.004,0,12.22
5/24/2017,22:30,17.32,1.794,0.91,1.393,8.46,88.6,58.2,29.68,85.2,99,13.1,8.7,19.1,0.02,0,12.2
5/24/2017,22:45,17.26,1.794,0.91,1.393,8.47,88.6,57.9,29.68,85.2,101,13.8,8.6,20.9,0.021,0,12.2
5/24/2017,23:00,17.26,1.793,0.91,1.402,8.48,88.7,58.1,29.66,85.7,96,13.9,9.1,18.9,0.028,0,12.2
5/24/2017,23:15,17.17,1.793,0.91,1.399,8.5,88.8,58.2,29.65,86.1,96,13.1,7.3,18.3,0.013,0,12.19
5/24/2017,23:30,17.12,1.793,0.91,1.398,8.49,88.6,57.9,29.65,86.4,97,12.8,7.8,19.3,0.002,0,12.19
5/24/2017,23:45,17.02,1.791,0.91,1.401,8.5,88.5,57.9,29.65,86.7,96,11.9,7.6,18.9,0.008,0,12.19
5/25/2017,0:00,16.97,1.788,0.91,1.4,8.49,88.3,57.9,29.63,85.8,101,10.9,7.1,18.3,0.004,0,12.18
5/25/2017,0:15,16.91,1.789,0.91,1.406,8.42,87.4,57.5,29.63,85.9,103,12,6.8,19.8,0.004,0,12.18
5/25/2017,0:30,16.74,1.789,0.91,1.407,8.29,85.7,57.7,29.62,86.7,103,11.7,6.6,18.8,0.018,0,12.18
5/25/2017,0:45,16.72,1.787,0.91,1.405,8.35,86.3,57.7,29.6,86.9,106,10.6,5.7,16.9,0.001,0,12.16
5/25/2017,1:00,16.69,1.787,0.91,1.409,8.31,85.9,57.7,29.6,87.4,106,10.5,4.5,17.2,0.016,0,12.16
5/25/2017,1:15,16.67,1.788,0.91,1.406,8.3,85.8,57.7,29.59,87.1,103,9.2,4.6,13.8,0.013,0,12.16
5/25/2017,1:30,16.65,1.786,0.91,1.407,8.31,85.8,57.7,29.59,87.1,112,8.9,2.7,14.9,0.01,0,12.14
5/25/2017,1:45,16.62,1.783,0.91,1.414,8.32,85.8,57.7,29.58,87.7,110,11.4,5.2,15.8,0.041,0,12.14
5/25/2017,2:00,16.58,1.782,0.91,1.413,8.28,85.3,57.7,29.58,87.2,111,10.2,6.1,16.6,0.026,0,12.13
5/25/2017,2:15,16.49,1.78,0.91,1.413,8.21,84.5,57.9,29.56,87.3,100,11.1,7.3,15.4,0.008,0,12.12
5/25/2017,2:30,16.38,1.778,0.91,1.412,8.14,83.6,58.2,29.55,87.1,100,10.9,5.7,15.7,0.011,0,12.12
5/25/2017,2:45,16.38,1.776,0.91,1.415,8.17,83.9,58.4,29.54,87.5,102,9.9,5.7,16.1,0,0,12.11
5/25/2017,3:00,16.38,1.773,0.9,1.414,8.13,83.4,58.6,29.53,87.4,101,10.6,6.9,15.9,0,0,12.11
5/25/2017,3:15,16.38,1.774,0.9,1.413,8.13,83.4,58.8,29.52,87.8,95,9.3,5.5,13.1,0,0,12.11
5/25/2017,3:30,16.39,1.774,0.9,1.412,8.08,83,59.1,29.51,88.2,100,7.7,3.4,12.1,0,0,12.1
5/25/2017,3:45,16.38,1.773,0.9,1.411,8.02,82.4,59.3,29.51,88.5,95,7.4,2.8,11.1,0,0,12.1
5/25/2017,4:00,16.34,1.771,0.9,1.415,7.98,81.9,59.9,29.5,89.1,96,6.5,4.3,9.3,0.041,0,12.08
5/25/2017,4:15,16.32,1.771,0.9,1.414,7.99,82,60,29.5,88.6,107,7.3,1.1,14.6,0.003,0,12.08
5/25/2017,4:30,16.32,1.77,0.9,1.418,7.89,80.9,60.8,29.49,89.3,110,6.6,2,12.1,0.03,0,12.07
5/25/2017,4:45,16.3,1.769,0.9,1.424,8.01,82.1,61.1,29.48,89.3,120,6.7,1.5,13.8,0.037,0,12.07
5/25/2017,5:00,16.27,1.764,0.9,1.424,8.07,82.6,61.8,29.47,90.1,116,9,2.6,16.3,0.006,0,12.07
5/25/2017,5:15,16.26,1.758,0.9,1.432,8.1,83,62.4,29.46,90.3,114,12,6.6,19.7,0.057,0,12.06
5/25/2017,5:30,16.29,1.757,0.9,1.434,8.03,82.3,62.9,29.46,90.1,121,10.6,5.5,16.2,0.001,0,12.05
5/25/2017,5:45,16.33,1.754,0.89,1.432,8.04,82.5,64.2,29.46,91,124,8.8,4.9,14.5,0,0,12.06
5/25/2017,6:00,16.36,1.751,0.89,1.433,8.09,83.1,66,29.45,91.2,144,12.8,6.8,20.3,0,0,12.06
5/25/2017,6:15,16.4,1.75,0.89,1.44,8.05,82.7,66.3,29.45,90.4,158,15.4,10.4,23.5,0,0,12.07
5/25/2017,6:30,16.47,1.747,0.89,1.444,8.08,83.1,66.7,29.44,89.4,159,17.4,9.7,22.2,0,0,12.16
5/25/2017,6:45,16.52,1.747,0.89,1.436,8.11,83.5,66.9,29.44,89.8,160,15,8,21.4,0.001,0,12.31
5/25/2017,7:00,16.58,1.746,0.89,1.454,8.12,83.7,67.1,29.43,89.2,161,11.9,6.5,21.9,0.011,0,12.31
5/25/2017,7:15,16.67,1.745,0.89,1.45,8.19,84.6,67.4,29.43,88.8,158,15.3,11,22,0.007,0,12.82
5/25/2017,7:30,16.98,1.742,0.89,1.451,8.33,86.6,67.8,29.42,88.4,156,15.7,11.9,20.6,0,0,12.95
5/25/2017,7:45,17.33,1.742,0.89,1.45,8.35,87.5,67.8,29.44,88.6,159,17.5,12.7,26,0,0,12.83
5/25/2017,8:00,17.66,1.738,0.88,1.445,8.34,87.9,68.5,29.45,87.3,164,12.2,6.6,20.9,0,0,13.08
5/25/2017,8:15,17.88,1.74,0.89,1.439,8.31,88,69.4,29.45,82.3,171,8.2,3.6,12.7,0,0,13.09
5/25/2017,8:30,17.94,1.741,0.89,1.429,8.38,88.9,69.8,29.46,76.5,193,8.6,3.3,17.3,0,0,14.06
5/25/2017,8:45,18.07,1.743,0.89,1.424,8.5,90.4,69.2,29.46,75.7,194,9.9,3.1,17.8,0,0,14.03
5/25/2017,9:00,18.24,1.744,0.89,1.433,8.66,92.4,69.2,29.47,75.4,199,8.2,1.6,15.5,0,0,14.03
5/25/2017,9:15,18.41,1.745,0.89,1.43,8.67,92.8,69,29.47,74.8,196,8.1,2.8,15.1,0,0,14.03
5/25/2017,9:30,18.6,1.746,0.89,1.428,8.73,93.8,69.4,29.47,75,196,7.5,1.7,13.7,0,0,14.03
5/25/2017,9:45,18.76,1.745,0.89,1.432,8.75,94.4,69.9,29.48,74.6,223,5.9,0.6,13.6,0,0,14.02
5/25/2017,10:00,18.96,1.747,0.89,1.433,8.8,95.3,70.3,29.49,72.1,220,6.1,0.6,15.1,0,0,14.02
5/25/2017,10:15,19.34,1.744,0.89,1.427,8.95,97.7,70.7,29.5,71.7,222,6,0.8,14.7,0.009,0,14
5/25/2017,10:30,19.78,1.74,0.88,1.428,8.97,98.7,70.5,29.5,69.5,237,4.6,0.9,13.3,0.029,0,13.99
5/25/2017,10:45,20.1,1.739,0.88,1.424,9.16,101.5,70.7,29.5,70.4,215,5.8,1.6,14.9,0.017,0,13.99
5/25/2017,11:00,20.51,1.741,0.88,1.425,9.06,101.2,70.7,29.5,67.7,201,6.2,1,12.9,0.006,0,13.99
5/25/2017,11:15,20.91,1.74,0.88,1.426,9.19,103.5,71.2,29.49,66.8,222,4.4,0.3,11.2,0.018,0,14
5/25/2017,11:30,21.08,1.74,0.88,1.424,9.11,102.9,71.6,29.5,66.2,220,5.4,0.4,15.9,0.008,0,14
5/25/2017,11:45,21.39,1.734,0.88,1.427,9.26,105.2,71.9,29.49,64.9,230,4,0.6,12.4,0.016,0,13.99
5/25/2017,12:00,21.77,1.727,0.87,1.431,9.25,105.8,73,29.49,64.9,194,5.8,1.3,13.4,0.013,0,14
5/25/2017,12:15,22.13,1.722,0.87,1.433,9.22,106.2,73,29.49,64.7,226,4.9,0.4,11.6,0.009,0,13.99
5/25/2017,12:30,22.29,1.72,0.87,1.43,9.28,107.3,73.2,29.48,63.3,272,3.9,0.3,11.7,0,0,13.99
5/25/2017,12:45,22.51,1.721,0.87,1.432,9.4,109.1,74.3,29.48,58.9,195,6.3,0.6,12.9,0.001,0,13.98
5/25/2017,13:00,22.85,1.721,0.87,1.442,9.46,110.5,74.8,29.47,56.4,198,6.9,0.5,21.6,0.001,0,13.97
5/25/2017,13:15,23.27,1.716,0.87,1.442,9.57,112.7,74.8,29.47,56.3,180,7.1,1.9,17.5,0,0,13.96
5/25/2017,13:30,23.52,1.718,0.87,1.433,9.6,113.6,74.8,29.45,56.3,180,7.3,1.9,13.6,0,0,13.94
5/25/2017,13:45,23.72,1.719,0.87,1.425,9.69,115.1,75.2,29.45,54,208,6.6,1,12.5,0,0,13.93
5/25/2017,14:00,23.98,1.72,0.87,1.431,9.71,115.9,73.9,29.45,60,134,7.5,3.5,12.8,0,0,13.92
5/25/2017,14:15,24.04,1.714,0.87,1.439,10.19,121.7,73.7,29.44,61.3,124,11.1,7.5,15,0,0,13.92
5/25/2017,14:30,24.49,1.714,0.87,1.44,10.12,121.9,72.3,29.43,68.2,124,11.2,7.6,17,0.003,0,13.92
5/25/2017,14:45,24.82,1.713,0.86,1.44,10.11,122.5,71.2,29.43,70.1,128,10.8,5.9,15.3,0,0,13.92
5/25/2017,15:00,25.14,1.714,0.86,1.439,10.15,123.8,71.6,29.42,72.9,134,10.4,6.3,15.7,0,0,13.94
5/25/2017,15:15,25.47,1.715,0.86,1.435,10,122.6,71,29.42,72.9,151,7,3.1,12.9,0.003,0,13.28
5/25/2017,15:30,25.59,1.718,0.87,1.437,9.86,121.2,71.6,29.42,70.8,131,11.1,6.4,17.3,0.004,0,13.96
5/25/2017,15:45,25.57,1.717,0.87,1.433,9.86,121.2,70.7,29.41,78.2,131,12.7,7.3,18.3,0,0,13.97
5/25/2017,16:00,25.52,1.717,0.87,1.436,9.79,120.2,70.7,29.4,77.5,146,12.8,8,19,0,0,13.98
5/25/2017,16:15,25.39,1.718,0.87,1.436,9.72,119.1,70.1,29.42,73.8,158,11.5,7.3,18,0,0,13.44
5/25/2017,16:30,25.25,1.717,0.87,1.413,9.71,118.7,63.3,29.44,70.6,221,9.4,1.8,24,0,0,12.83
5/25/2017,16:45,25.11,1.717,0.87,1.418,9.58,116.7,61.8,29.47,73.6,208,4.9,0.7,13.5,0.014,0,12.48
5/25/2017,17:00,24.96,1.716,0.87,1.43,9.41,114.3,61.7,29.46,75,211,5.7,1.3,17,0.018,0,12.42
5/25/2017,17:15,24.85,1.716,0.87,1.427,9.21,111.7,61.5,29.45,79.3,274,3.6,0.5,18.6,0.013,0,12.4
5/25/2017,17:30,24.67,1.718,0.87,1.422,9.14,110.4,60.8,29.45,81,313,6.5,0.8,13.3,0.046,1,12.48
5/25/2017,17:45,24.5,1.714,0.87,1.433,9.19,110.7,61.3,29.45,81.2,292,2.5,0.3,7.8,0.025,0,12.5
5/25/2017,18:00,24.37,1.714,0.86,1.436,8.9,106.9,61.3,29.45,81.5,284,2.5,0.5,10.5,0.023,0,12.59
5/25/2017,18:15,24.31,1.715,0.87,1.437,8.81,105.7,62.2,29.47,81.2,206,3.1,0.3,8.8,0.015,0,12.66
5/25/2017,18:30,24.25,1.716,0.87,1.441,8.73,104.7,62.2,29.47,83.5,158,5.8,1,9.7,0,0,12.48
5/25/2017,18:45,24.21,1.715,0.87,1.435,8.59,102.9,62,29.48,82.1,230,2.1,0.3,4.5,0,0,12.35
5/25/2017,19:00,24.13,1.715,0.87,1.436,8.68,103.9,62.4,29.48,83,243,1.7,0.2,2.9,0,0,12.31
5/25/2017,19:15,24.06,1.716,0.87,1.436,8.49,101.4,62,29.48,83.8,208,2,1,3.6,0,0,12.3
5/25/2017,19:30,23.97,1.715,0.87,1.436,8.54,101.8,62,29.48,82.7,188,2.3,0.6,4.8,0,0,12.29
5/25/2017,19:45,23.87,1.714,0.87,1.435,8.56,101.9,62.4,29.48,82.1,271,2.3,0.6,6.2,0,0,12.3
5/25/2017,20:00,23.79,1.714,0.87,1.433,8.52,101.3,62.2,29.48,82.6,315,4.7,1.2,8.1,0,0,12.29
5/25/2017,20:15,23.73,1.716,0.87,1.433,8.52,101.2,62.2,29.49,82.8,245,5.1,0.6,7.9,0,0,12.28
5/25/2017,20:30,23.6,1.715,0.87,1.439,8.62,102.1,62.2,29.48,85.2,171,6.1,3.2,9.9,0.004,0,12.28
5/25/2017,20:45,23.56,1.715,0.87,1.439,8.59,101.8,61.8,29.48,85.6,175,5.2,1.9,8.6,0.005,0,12.28
5/25/2017,21:00,23.47,1.719,0.87,1.438,8.26,97.6,61.1,29.48,83.4,189,5.8,1.4,11.4,0.004,0,12.28
5/25/2017,21:15,23.33,1.719,0.87,1.439,8.31,98,61.3,29.49,82.9,198,5.7,1.9,10.7,0,0,12.28
5/25/2017,21:30,23.22,1.717,0.87,1.437,8.29,97.5,61.7,29.5,83,233,3.7,0.6,9.5,0,0,12.28
5/25/2017,21:45,23.12,1.717,0.87,1.435,8.2,96.3,61.7,29.51,83.3,244,3.9,0.5,8.5,0,0,12.26
5/25/2017,22:00,23.04,1.717,0.87,1.437,8.24,96.6,61.5,29.51,84.6,212,3.8,0.7,10.1,0,0,12.26
5/25/2017,22:15,22.95,1.718,0.87,1.435,8.11,94.9,61.3,29.52,85.2,200,3.5,0.4,8.7,0,0,12.26
5/25/2017,22:30,22.88,1.718,0.87,1.436,7.89,92.3,61.1,29.53,85.4,208,3.2,0.5,8.2,0,0,12.25
5/25/2017,22:45,22.75,1.719,0.87,1.436,8.07,94.1,61.1,29.54,85.1,231,2.7,0.3,9.5,0,0,12.25
5/25/2017,23:00,22.64,1.72,0.87,1.439,8.04,93.5,61.1,29.54,84.5,210,3.2,0.4,7.9,0,0,12.25
5/25/2017,23:15,22.5,1.719,0.87,1.437,8.01,93,61.3,29.55,84.9,274,3.5,0.5,10.9,0,0,12.24
5/25/2017,23:30,22.39,1.718,0.87,1.437,8.02,92.9,61.1,29.55,85.1,252,2.9,0.4,6,0,0,12.24
5/25/2017,23:45,22.32,1.718,0.87,1.438,7.95,91.9,61.1,29.55,85.9,244,2.8,0.5,8.6,0,0,12.24
5/26/2017,0:00,22.2,1.719,0.87,1.438,7.9,91.2,60.8,29.56,86.2,240,2.8,0.4,7.7,0,0,12.23
5/26/2017,0:15,22.12,1.718,0.87,1.439,7.8,89.8,60.6,29.57,86.5,199,3.4,0.3,8.9,0,0,12.23
5/26/2017,0:30,21.98,1.708,0.86,1.437,7.71,88.6,60.6,29.57,86.6,201,3.2,0.3,7.8,0,0,12.23
5/26/2017,0:45,21.91,1.705,0.86,1.439,7.5,86.1,60.4,29.57,86.5,199,3.4,0.2,9.1,0,0,12.23
5/26/2017,1:00,21.79,1.706,0.86,1.439,7.56,86.5,60.2,29.57,86.5,202,3.7,0.5,8.3,0,0,12.22
5/26/2017,1:15,21.74,1.706,0.86,1.44,7.43,85,60,29.58,85.9,201,4,0.5,9.5,0,0,12.22
5/26/2017,1:30,21.62,1.708,0.87,1.438,7.44,84.9,59.9,29.59,85.3,199,4.2,0.8,8.6,0,0,12.2
5/26/2017,1:45,21.54,1.708,0.87,1.44,7.31,83.3,59.9,29.59,84.8,203,3.7,0.3,11.5,0,0,12.2
5/26/2017,2:00,21.4,1.708,0.87,1.439,7.59,86.2,59.7,29.59,84.5,194,4,0.6,9.2,0,0,12.2
5/26/2017,2:15,21.36,1.707,0.86,1.439,7.3,82.9,59.5,29.6,83.5,203,3.9,0.4,10.4,0,0,12.2
5/26/2017,2:30,21.29,1.709,0.87,1.439,7.07,80.1,59.5,29.6,83.4,192,4,0.4,9,0,0,12.2
5/26/2017,2:45,21.2,1.711,0.87,1.44,6.9,78.1,59.5,29.61,82.8,203,3.8,0.6,9.8,0,0,12.19
5/26/2017,3:00,21.09,1.712,0.87,1.437,6.93,78.3,59.5,29.61,82,199,3.4,0.5,8.2,0,0,12.19
5/26/2017,3:15,21.01,1.712,0.87,1.439,6.87,77.5,59.5,29.61,82.4,196,3.4,0.5,7.4,0,0,12.19
5/26/2017,3:30,20.9,1.713,0.87,1.44,6.9,77.6,59.3,29.62,82.6,203,4.4,0.4,8.9,0,0,12.19
5/26/2017,3:45,20.81,1.713,0.87,1.44,6.8,76.4,59.1,29.63,83.3,198,4.5,0.9,10.1,0,0,12.19
5/26/2017,4:00,20.74,1.713,0.87,1.44,6.73,75.5,59.1,29.63,83.6,192,4.3,0.7,8.7,0,0,12.18
5/26/2017,4:15,20.65,1.715,0.87,1.442,6.58,73.7,59.3,29.63,83.4,187,4.6,1,9.9,0,0,12.18
5/26/2017,4:30,20.54,1.717,0.87,1.44,6.51,72.7,59.5,29.64,83.5,196,4.9,1,10.2,0,0,12.18
5/26/2017,4:45,20.43,1.717,0.87,1.439,6.49,72.3,59.9,29.65,81.6,193,5,1.2,11,0,0,12.17
5/26/2017,5:00,20.36,1.718,0.87,1.44,6.51,72.5,60,29.65,80.8,196,4.1,0.4,9.7,0,0,12.18
5/26/2017,5:15,20.31,1.719,0.87,1.441,6.41,71.3,60.2,29.66,80.9,206,3.7,0.4,9.7,0,0,12.19
5/26/2017,5:30,20.24,1.718,0.87,1.443,6.49,72.1,60.6,29.67,80.5,194,4.8,0.5,12.8,0,0,12.18
5/26/2017,5:45,20.17,1.718,0.87,1.442,6.47,71.7,61.1,29.67,79.9,235,3.6,0.3,9.6,0,0,12.2
5/26/2017,6:00,20.15,1.719,0.87,1.439,6.43,71.2,61.7,29.68,79.3,285,4.2,0.4,13.4,0,0,12.23
5/26/2017,6:15,20.13,1.718,0.87,1.441,6.45,71.5,61.7,29.68,79,231,3.9,0.4,10.7,0,0,12.28
5/26/2017,6:30,20.08,1.719,0.87,1.441,6.52,72.2,62.2,29.69,79.3,217,4.4,0.5,9.7,0,0,12.38
5/26/2017,6:45,20.06,1.719,0.87,1.441,6.47,71.6,62.7,29.7,78.5,201,5.7,0.9,12.6,0,0,12.54
5/26/2017,7:00,20.01,1.718,0.87,1.444,6.73,74.5,63.8,29.7,76.7,216,4.7,0.4,11.5,0,0,12.8
5/26/2017,7:15,20.04,1.719,0.87,1.44,6.7,74.1,64.7,29.71,75.6,235,5,0.6,12.3,0,0,12.95
5/26/2017,7:30,20.1,1.717,0.87,1.441,7.02,77.8,65.8,29.71,73.5,235,4.1,0.4,11.8,0,0,13.12
5/26/2017,7:45,20.18,1.717,0.87,1.436,7.1,78.8,67.1,29.72,70.2,238,3.4,0.3,11,0,0,14.1
5/26/2017,8:00,20.21,1.714,0.87,1.439,7.3,81,67.6,29.73,68.9,285,4.4,0.6,13.6,0,0,14.08
5/26/2017,8:15,20.42,1.709,0.87,1.436,7.69,85.8,68,29.72,67,280,6,0.5,14.6,0,0,14.06
5/26/2017,8:30,20.65,1.706,0.86,1.436,7.77,87,68.5,29.73,67.8,298,7.4,0.7,15.6,0,0,14.05
5/26/2017,8:45,20.87,1.706,0.86,1.435,7.73,86.9,69,29.73,66.8,303,8.9,0.8,19.4,0,0,14.03
5/26/2017,9:00,21.02,1.706,0.86,1.435,7.75,87.4,69.8,29.73,63.2,283,6.6,0.6,21.6,0,0,14.02
5/26/2017,9:15,21.19,1.708,0.87,1.433,7.72,87.4,70.3,29.74,63.6,288,5.6,0.7,14.5,0.016,0,14.02
5/26/2017,9:30,21.43,1.707,0.86,1.436,7.69,87.5,70.7,29.74,62,275,6.9,0.8,19,0.019,0,13.99
5/26/2017,9:45,21.7,1.697,0.86,1.426,7.77,88.8,71,29.74,59,284,7,0.8,19.1,0.005,0,13.99
5/26/2017,10:00,21.95,1.668,0.84,1.433,8.02,92.1,71.6,29.74,60.5,294,8.5,1.4,19,0,0,13.99
5/26/2017,10:15,22.22,1.635,0.83,1.435,8.14,93.9,72.1,29.74,55.9,298,9.2,1,20,0,0,13.99
5/26/2017,10:30,22.48,1.614,0.81,1.404,8.28,96,72.8,29.74,54.8,303,10.4,1.1,22.7,0,0,13.98
5/26/2017,10:45,22.69,1.61,0.81,1.424,8.31,96.8,72.1,29.75,57.3,296,11.8,1.2,28.1,0,0,13.98
5/26/2017,11:00,22.84,1.612,0.81,1.421,8.45,98.6,72.5,29.75,56.8,298,13.8,1.4,30.9,0,0,13.98
5/26/2017,11:15,23.09,1.631,0.82,1.41,8.72,102.3,71.9,29.75,55.1,305,14.2,4.9,27.3,0,0,13.97
5/26/2017,11:30,23.27,1.656,0.84,1.42,8.8,103.6,71.7,29.75,56.9,299,10.3,2.2,22.7,0.031,0,13.98
5/26/2017,11:45,23.41,1.672,0.84,1.412,9.03,106.6,71.6,29.76,58.2,307,12.6,2.6,24.6,0.041,2,13.98
